"","Date","^GSPC","GOOG","BIDU","CHKP","ADP","SOHU","NATI","SA","EEQ","OII","TOT","OMN","KOP","LCI","VIVO","HALO","WST","WCG","ABT","PNC","MA","DB","IX","BAF","VLT","F","NKE","NAV","MAT","WWW","KS"
"84","2016-12-01",2238.830078,771.820007,164.410004,84.459999,99.412918,33.889999,29.981436,8.15,23.529415,27.717787,47.074039,10,41.75,22.049999,16.939114,9.88,84.200043,139.850006,37.360424,113.992226,102.181389,17.915899,77.830002,13.050983,12.967882,11.384667,50.701889,31.370001,26.452494,21.644627,21.495041
"85","2017-01-01",2278.870117,796.789978,175.070007,98.769997,98.265007,39.669998,30.565113,9.85,17.115604,27.364071,47.312847,9.1,40.450001,20.15,12.536859,11.55,84.001526,145.539993,40.628609,117.403404,105.229523,19.707489,75.339996,13.683106,13.254715,11.600533,52.045761,27.27,25.165876,23.226662,23.480225
"86","2017-02-01",2363.639893,823.210022,174.130005,98.910004,99.851028,39.830002,31.362803,10.2,15.807405,27.825869,46.760738,9.25,43.849998,22,12.297606,12.82,81.981491,141.199997,44.131393,124.566292,109.543289,19.489727,78.269997,13.579245,13.515563,11.901663,56.236969,27.030001,24.704998,24.887827,22.128986
"87","2017-03-01",2362.719971,829.559998,172.520004,102.660004,99.627235,39.330002,31.887762,11,16.734047,26.747595,47.181835,9.9,42.349998,22.35,13.33701,12.96,81.126572,140.210007,43.475491,117.722633,111.536613,16.98546,74.330002,13.502145,13.385415,11.056293,54.830059,24.620001,24.955784,24.690071,22.618565
"88","2017-04-01",2384.199951,905.960022,180.229996,104.010002,102.229408,38.799999,34.189247,10.3,16.861233,26.066063,48.523666,9.5,42.450001,26,14.30346,13.94,91.484863,153.410004,42.721691,117.242897,115.354668,17.886204,76.589996,13.851348,13.70344,10.894817,54.685085,26.91,21.847275,23.895563,20.741028
"89","2017-05-01",2411.800049,964.859985,186.100006,112.050003,100.155281,44.889999,37.362354,10.25,14.608223,24.080734,49.595222,8.65,36.049999,20.1,13.33701,11.8,96.605057,171.800003,44.972595,116.758949,122.099861,17.302206,78.970001,14.107485,13.867569,10.704718,52.296749,25.870001,22.324757,25.768751,20.780365
"90","2017-06-01",2423.409912,908.72998,178.860001,109.080002,100.243332,45.060001,39.625278,10.8,13.999547,22.687868,47.648376,9.75,36.150002,20.4,15.350365,12.82,94.115746,179.559998,47.878185,122.828072,120.678955,17.790001,77.93,14.078614,14.088529,10.772105,58.228119,26.23,21.337997,27.760876,20.288641
"91","2017-07-01",2470.300049,930.5,226.350006,105.760002,116.996414,56.830002,40.531677,11.65,13.790599,25.479151,48.686092,9.4,36.299999,20.35,13.206187,12.68,88.320641,176.990005,48.439602,126.693794,126.988647,17.84,82.830002,14.61394,14.21551,10.800985,58.476101,30.77,19.841463,28.011066,22.590822
"92","2017-08-01",2471.649902,939.330017,228.050003,111.870003,104.756615,53.34,39.792767,12.25,13.379079,22.399799,50.002449,8.7,39.200001,17.549999,13.547307,13.01,86.788254,174.679993,50.450768,124.09079,132.695435,15.99,80.510002,14.556871,14.295941,10.754442,52.296749,34.16,16.07535,26.123796,22.106594
"93","2017-09-01",2519.360107,959.109985,247.690002,114.019997,107.560745,54.450001,41.7644,12.2,14.35396,26.27,51.424507,10.95,46.150002,18.450001,14.066444,17.370001,95.98159,171.740005,52.847527,133.352325,140.559601,17.280001,80.940002,14.711297,14.501293,11.670959,51.522522,44.07,15.48,28.656712,21.236952
"94","2017-10-01",2575.26001,1016.640015,243.940002,117.709999,114.995705,57.23,44.567184,13.6,13.369795,20.219999,54.266632,11.05,48.549999,19.9,14.705828,17.73,101.10672,197.740005,53.709171,135.351074,148.095276,16.27,85.82,14.573174,14.427738,11.963464,54.642693,42.310001,14.12,27.173433,22.297298
"95","2017-11-01",2584.840088,1021.409973,239.320007,104.290001,113.215271,48.389999,43.527283,10.75,12.835003,19.540001,55.074982,10.7,49.900002,23.950001,14.804194,18.67,99.786995,212.990005,56.101707,131.835587,150.019836,18.860001,86.269997,14.697186,14.245932,12.358798,60.038391,40.709999,18.25,28.83569,22.068966
"96","2017-12-01",2673.610107,1046.400024,234.210007,103.620003,115.915596,43.349998,41.423424,11.3,13.063415,21.139999,53.838108,10,50.900002,23.200001,13.88746,20.26,98.528793,201.110001,56.798374,143.577286,150.907166,19.030001,84.779999,14.52956,14.367041,12.329185,62.154942,42.880001,15.38,31.732199,22.525635
"97","2018-01-01",2823.810059,1169.939941,246.919998,103.410004,122.953781,38.509998,49.692184,11.9,13.365853,20.68,57.298317,11,45.799999,20.35,15.524196,18.68,100.056602,210.380005,61.864151,157.239471,168.4944,18.34,94.290001,13.906024,14.106194,10.828755,68.014267,45.830002,15.84,32.739281,34.540028
"98","2018-02-01",2713.830078,1104.72998,252.339996,103.889999,114.68924,33.650002,50.309109,10.65,11.78,18.379999,55.946285,10.1,40.400002,16,13.837862,19.66,87.220001,193.910004,60.330002,157.660004,175.510056,15.94,88.900002,13.85234,13.891365,10.61,66.827858,37.32,15.9,29.199089,34.789307
"99","2018-03-01",2640.870117,1031.790039,223.190002,99.339996,112.859306,30.92,50.57,10.8,9.14,18.540001,56.933167,10.5,41.099998,16.049999,14.2,19.59,88.290001,193.630005,59.919998,151.240005,174.910919,13.98,89.860001,13.861296,13.786839,11.08,66.239639,34.970001,13.15,28.820137,34.210983
